SlNo,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,elevation_m,slope_deg,aspect_deg,lulc_class,clay_surface_pct,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m,nearest_settlement_type,nearest_settlement_population,nearest_settlement_name,settlement_distance_m,event_date,rainfall_mm
20603,4694,Meghalaya,East Khasi Hills,Mowing Rim,Umiam Road,25.65057222,91.89351389,Debris,Fall,02 July 2024,1135,23,295,50,25.0,trunk,GS Road,NH6,6.497627004025315,village,0,Sumer Village,4076.837792424144,2024-07-02,4.534999817609787
20609,4695,Meghalaya,Eastern-West Khasi Hill,Mawblei,SH-3,25.65443889,91.62390833,Debris,Fall,30 May 2025,1469,11,355,10,29.0,unclassified,,,52.6172554608995,village,0,Nongkhlaw,3768.8966285782712,2025-05-30,87.4999980777502
20610,4696,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw,SH-3,25.65443889,91.63345833,Debris,Slide,30 May 2025,1436,4,132,30,30.0,primary,,,11.577668913271442,village,0,Nongkhlaw,3567.758952836668,2025-05-30,87.4999980777502
20611,4697,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw,SH-3,25.65977222,91.63440556,Debris,Fall,30 May 2025,1407,5,90,30,27.0,primary,,,10.92201328344077,village,0,Nongkhlaw,2971.604754318293,2025-05-30,87.4999980777502
20613,4699,Meghalaya,East Khasi Hills,Umiam Hydal Project,GS Road,25.65341111,91.89819444,Debris,Slide,01 July 2024,1026,29,71,30,28.0,trunk,,NH6,12.243084864686615,village,0,Sumer Village,3584.926624893455,2024-07-01,185.3649948835373
20615,4701,Meghalaya,Ri-Bhoi,Umsawlum A,GS Road,25.67032222,91.90487222,Debris,Slide,30 May 2025,1003,14,301,10,29.0,trunk,,NH6,8.41760977707415,village,0,Sumer Village,1611.4273928248006,2025-05-30,112.52499622199684
20618,4702,Meghalaya,East Khasi Hills,Lait-Sohphie,AH-2,25.30127778,91.92198889,Debris,Slide,30 May 2025,1208,27,335,10,30.0,trunk,,NH206,23.18038459964067,village,0,Laitsophie,1392.2166701440724,2025-05-30,59.97499803453684
26907,5707,Tripura,North Tripura,Rajnagar,,24.485559463500977,92.212277,Debris,slide,July 2025,35,12,316,10,28.0,tertiary,,,73.36362004858114,village,0,Kadamtala,3388.18240801403,,
26910,5712,Tripura,North Tripura,Jarolmura,Linked road,24.314206,92.225824,Debris,slide,July 2025,88,7,114,10,28.0,trunk,,NH-8,1317.3765181115057,hamlet,0,Dakshin Māgura,7221.366714344183,,
26913,5715,Tripura,North Tripura,Bagbassa,NH-8,24.356023,92.225478,Debris,slide,"July 2024, July 2025",64,12,309,10,26.0,trunk,,NH-8,46.36718267435733,hamlet,0,Uttar Māgura,6242.279221416878,,
26914,5716,Tripura,North Tripura,Chanpur,NH-8,24.401199340820312,92.237233,Debris,slide,July 2025,52,3,107,10,29.0,trunk,,NH-8,53.94590152017452,hamlet,0,Kāthuāchhara,1941.1738494257183,,
26915,5717,Tripura,North Tripura,Churaibari,NH-8,24.413873,92.241309,Debris,slide,July 2025,57,2,180,10,28.0,trunk,,NH-8,69.14310769366202,hamlet,0,Kāthuāchhara,1284.712187847873,,
26917,5719,Tripura,North Tripura,Churaibari,NH-8,24.419026,92.242991,Debris,slide,July 2025,54,9,281,10,28.0,trunk,,NH-8,25.025910594650668,hamlet,0,Kāthuāchhara,1417.093861981538,,
19590,5777,Manipur,Noney,,NH-37,24.786937713623047,93.657893,Debris,Slide,Septemebr 2025,549,20,98,10,31.0,unclassified,,,21.824374956551075,village,271,Tupul,744.8450250624234,,
19591,5779,Manipur,Noney,,NH-37,24.788159,93.663215,Debris,fall,10 Septemebr 2025,478,33,289,10,31.0,trunk,,NH37,18.04616870634852,village,816,Charoipandongba Kabui,555.617562419938,,
19592,5780,Manipur,Noney,,NH-37,24.786357,93.657951,Debris,slide,10 Septemebr 2025,600,32,64,10,35.0,unclassified,,,15.324752503563795,village,271,Tupul,696.8556657489556,,
19594,6782,Manipur,Kangpokpi,,NH-37,24.791125,93.7252197265625,Debris,slide,October 2025,1043,29,11,10,27.0,trunk,,NH37,10.28054431350481,village,154,Boungjang,509.89891666727095,,
19597,6801,Manipur,Noney,,NH-37,24.794492721557617,93.652745,Debris,slide,2024,474,24,35,10,30.0,trunk,,NH37,2.8115695466681476,village,816,Charoipandongba Kabui,1427.9866677897708,,
19598,6802,Manipur,Noney,,NH-37,24.787526,93.662891,Debris,Slide,2024,470,33,276,10,31.0,trunk,,NH37,2.1236072932467844,village,271,Tupul,587.6687891244196,,
19599,6803,Manipur,Noney,,NH-37,24.789504,93.66384887695312,Debris,Slide,Septemebr 2025,484,32,291,10,31.0,trunk,,NH37,10.845540783749628,village,816,Charoipandongba Kabui,401.2800139567725,,
19601,6831,Manipur,Noney,,NH-37,24.863924026489254,93.617853,Debris,slide,05 June 2025,382,37,168,10,30.0,trunk,,NH37,20.69434539037159,town,0,Noney,733.829493887905,2025-06-05,0.2599999904632568
19602,6839,Manipur,Noney,,NH-37,24.862146377563477,93.595644,Debris,slide,09 Septemebr 2025,423,37,172,30,31.0,trunk,,NH37,18.167507331451844,village,0,Rangkhung Part 1,612.9243174258795,,
19603,6842,Manipur,Noney,,,24.859576,93.576244,Debris,slide,1st week of August 2025,417,27,192,10,32.0,trunk,,NH37,15.761083632304905,village,0,Rangkhung Part 1,1420.311047216103,,
20595,6874,Meghalaya,South West Khasi Hills,Jakarm,Mawkyrwat-Shillong Road,25.37129167,91.48003056,Debris,Fall,15 June 2024,1567,10,228,30,28.0,secondary,,,11.467269029408444,village,0,Mawten,1516.0288522416886,2024-06-15,133.23999750055373
20607,6884,Meghalaya,East Khasi Hills,Mawlynnu(Sixteen),Weiloi-Mawsynram Road,25.34508889,91.60050278,Debris,Slide,"28 May 2024, morning",1713,35,106,10,27.0,primary,Shillong-Mawphlang-Mawsynram road,,1.349268863316884,village,0,Weiloi,2310.97755782835,2024-05-28,69.87999748066068
20605,6885,Meghalaya,East Khasi Hills,Mawphlang,Mawphlang-Weiloi Road,25.44693056,91.74096667,Debris,Topple/Fall,"28 May 2024, morning",1730,15,27,30,32.0,primary,Shillong-Mawphlang-Mawsynram road,,7.339346171688782,village,0,Mawphlang,1989.254156345484,2024-05-28,62.45999825000763
20604,6889,Meghalaya,East Khasi Hills,Umiam Lake,Umiam Road,25.64887222,91.89692778,Debris,Slide,02 July 2024,1083,19,198,10,29.0,trunk,,NH6,3.9572347977651985,village,0,Sumer Village,4096.115963039229,2024-07-02,4.534999817609787
20602,6890,Meghalaya,East Khasi Hills,Rymbai Petrol Pump(BPCL),Shillong-Umiam Road,25.641242,91.894137,Debris,Fall,02 July 2024,1212,10,287,10,25.0,service,,,3.373232896889662,village,0,Sumer Village,4983.781121893398,2024-07-02,4.534999817609787
20597,6891,Meghalaya,West Khasi Hills,Mawrok Sohsat,Mairang-Nongstoin Road,25.531739,91.296177,Debris,Slide,02 July 2024,1460,25,176,30,31.0,trunk,,NH106,10.739324210259388,town,0,Nongstoin,3168.064850517488,2024-07-02,4.889999955892563
842,6986,Assam,Kamrup,Sundarpur village,,25.757752,91.252285,Debris,flow,17 July 2014,769,20,114,10,31.0,tertiary,,,1634.7332509475,village,0,Rambrei,17974.539009579945,2014-07-17,0.7299999743700027
844,7115,Assam,Kamrup,lepgaon,,25.872268,91.213965,Debris,flow,23 September 2014,253,33,312,10,31.0,tertiary,,,696.0087990093472,town,0,Boko,11499.081682841112,2014-09-23,0.0700000002980232
845,7192,Assam,Kamrup,,,26.2272613,91.6922458,Debris,slide,26 December 2008,67,12,0,10,29.0,residential,,,77.88613133937906,village,0,Changsari,4009.8797644871743,2008-12-26,1.484999980777502
847,7194,Assam,Kamrup,,,26.246980667114254,91.964383,Debris,slide,05 July 2025,62,16,307,10,27.0,primary,Kajali Mayang Road,SH3,8.271288937766087,village,0,Kajoli,910.5781962457204,2025-07-05,14.539999787695706
850,7197,Assam,Dima Hasao,,,25.64851188659668,93.121528,Debris,slide,05 June 2025,344,17,224,50,27.0,trunk,,NH27,3.0464279671315113,village,0,Hatikhali,2018.5514591500248,2025-06-05,0.0
851,7198,Assam,Dima Hasao,,,25.38897705078125,93.121008,Debris,slide,2024,305,6,190,30,27.0,trunk,,NH27,0.2608960953238461,village,0,Mupa,1620.7089501938956,,
853,7203,Assam,Dima Hasao,,,25.34147834777832,93.133718,Debris,slide,31st May 2025,300,17,305,50,31.0,trunk,,NH27,7.08998470561893,village,0,Kalachand,213.64127359271927,,
854,7210,Assam,West Karbi Anglong,hamren- dinkamukam road sector,,25.888959,92.61669158935548,Debris,slide,2024,458,20,153,10,33.0,primary,,SH19;SH-017,9.108943847421424,town,0,Hamren,6423.3386392820275,,
855,7211,Assam,West Karbi Anglong,,,25.890031814575195,92.621245,Debris,slide,2024,462,15,127,10,33.0,primary,,SH19;SH-017,14.019487093764743,town,0,Hamren,6816.219503602715,,
20625,7236,Meghalaya,Ri-Bhoi,Umbang 2,NH-6,25.68591944,91.90256667,Debris,Slide,30 June 2024,938,22,350,10,29.0,trunk,,NH6,17.00834307014389,village,0,Sumer Village,1102.615345478906,2024-06-30,184.02499498054385
20626,7237,Meghalaya,Ri-Bhoi,Sahkynduh,NH-6,25.71165556,91.89512778,Debris,Slide,30 May 2025,862,21,256,10,31.0,trunk,,NH6,10.489143197405555,hamlet,0,Sumer,2185.8361792059095,2025-05-30,96.31499917898329
20627,7239,Meghalaya,Ri-Bhoi,Ri-Bhoi Pataraim,NH-6,25.75297778,91.88535278,Debris,Fall/Topple,30 May 2025,819,17,106,30,30.0,trunk,,NH6,50.330344527569935,village,0,Myrdon,663.1058856289637,2025-05-30,96.31499917898329
20628,7240,Meghalaya,Ri-Bhoi,Umsamlan 1,NH-6,25.79744444,91.87408611,Debris,Slide,14 June 2024,642,23,257,10,26.0,trunk,,NH6,29.09077811629258,village,0,Myrdon,4641.010247246724,2024-06-14,33.07999900728464
20630,7242,Meghalaya,West Khasi Hills,,Nongstoin-RongjongTura Road,25.62269444,91.16914444,Debris,Slide,02 July 2024,1222,6,209,30,31.0,trunk,,NH127B,33.85003822264988,village,0,Rambrei,5338.851571302791,2024-07-02,6.794999867677689
20632,7243,Meghalaya,West Khasi Hills,,Nongstoin-RongjongTura Road,25.66156667,91.13485278,Debris,Slide,02 July 2024,1145,11,235,10,30.0,trunk,,NH127B,21.355966413149932,town,0,Mawshynrut,7342.556049377797,2024-07-02,6.794999867677689
20633,7244,Meghalaya,Eastern-West Khasi Hill,Nongkhlaw-Tirotsing 1,Mairang-Guwahati Road,25.69150833,91.64160833,Debris,Slide,29 May 2025,1338,1,48,30,30.0,primary,,,22.64247371986334,village,0,Nongkhlaw,762.2058300207985,2025-05-29,81.8449984267354
20638,7245,Meghalaya,Eastern-West Khasi Hill,,Mairang-Guwahati Road,25.69683611,91.64485556,Debris,Slide,06 August 2024,1246,32,123,10,26.0,primary,,,32.90267512609278,village,0,Nongkhlaw,1424.255321576217,2024-08-06,8.954999715089798
20647,7248,Meghalaya,Eastern-West Khasi Hill,Mawiongkhri,Nongkhlaw-Guwahati Road,25.6900691986084,91.6708526611328,Debris,Slide,11 June 2025,888,6,126,30,27.0,primary,,,7.828266804525565,village,0,Nongkhlaw,3484.652625168705,2025-06-11,18.15499946475029
20648,7249,Meghalaya,Eastern-West Khasi Hill,Umniangriang,Mairang-Guwahati Road,25.733262,91.675754,Debris,Slide,11 June 2025,742,16,198,30,30.0,tertiary,,,27.276347556764776,village,0,Nongkhlaw,6512.474132501309,2025-06-11,59.999999328516424
20649,7250,Meghalaya,Eastern-West Khasi Hill,Boulder Stone Quarry Site,Mairang-Guwahati Road,25.762051,91.658959,Debris,Slide,29 May 2024,796,6,287,30,33.0,tertiary,,,372.2845972359804,village,0,Nongkhlaw,8665.824035438618,2024-05-29,15.934999708086252
20651,7251,Meghalaya,Eastern-West Khasi Hill,Madpan,Mairang-Guwahati Road,25.791616439819336,91.658242,Debris,Slide,29 May 2024,743,9,84,10,29.0,tertiary,,,7.406675447703764,village,0,Nongkhlaw,11843.897988535236,2024-05-29,15.934999708086252
26046,7597,Nagaland,Mokokchung,Pfutsro,,26.526817321777344,94.675462,Debris,slide,2026-06-26,714,32,84,50,28.0,trunk,,NH702,10.879096070348066,town,7532,Changtongya,988.2068550818082,,
20655,7598,Meghalaya,South West Garo Hills,Betasing,Kongpara,25.56742286682129,89.979711,Debris,,13 July 2026,47,13,240,50,25.0,primary,,SH12,2.4164065472692022,town,0,Garobadha,4528.293488472546,2026-07-13,34.179999395273626
26047,7599,Nagaland,Phek,,,25.570159,94.253552,Debris,slide,2026-07-14,1854,27,209,50,33.0,trunk,,NH29,2.540816610101732,village,0,Kami,2958.217542205081,,
905,AP/WK/83E12/2008/A-10,Arunachal Pradesh,West Kameng,Slide at 10km SE of Sessa Village,,27.086667,92.585278,Debris,,2008,299,38,169,10,30.0,primary,Doimara-Nichiphu,,3.9605342804044503,hamlet,0,,236.2670863840705,,
911,AP/WK/83E12/2008/A-11,Arunachal Pradesh,West Kameng,Slide at 15km SE of Sessa Village,,27.093889,92.591389,Debris,,2008,265,30,42,10,29.0,primary,Doimara-Nichiphu,,295.0987983739004,village,0,Pinjoli,222.5280590433386,,
1124,AP/WK/83E12/2008/A-14,Arunachal Pradesh,West Kameng,Slide at 5 km N of Dirang,,27.345556259155273,92.266389,Debris,Flow,2008,1581,30,28,30,23.0,trunk,,NH13,17.896355154744846,village,0,Dirang Dzong,581.2076634178682,,
1450,AR/ANJ/91D08/2014/11,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang road,28.062999725341797,96.49913787841795,Debris,Slide,May 2014,505,5,260,80,21.0,trunk,,NH113,231.48409970705765,village,375,Khupa Township,690.4331667365418,,
1449,AR/ANJ/91D08/2014/12,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.062440872192383,96.49774932861328,Debris,Slide,May 2014,507,15,176,80,21.0,trunk,,NH113,156.1240807944076,village,375,Khupa Township,598.5341811250828,,
1448,AR/ANJ/91D08/2014/13,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.061309814453125,96.49256134033205,Debris,Slide,May 2014,492,4,120,80,18.0,trunk,,NH113,145.83768409740117,village,375,Khupa Township,454.2937644970324,,
1446,AR/ANJ/91D08/2014/14,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.05997085571289,96.48664093017578,Debris,Slide,May 2014,495,2,210,80,21.0,trunk,,NH113,245.47711674597184,village,21,Mahikong,719.1332384971714,,
1429,AR/ANJ/91D08/2014/16,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.017810821533203,96.4427490234375,Debris,Slide,May 2014,437,5,193,10,25.0,trunk,,NH113,378.6293767708345,village,15,Zapaliang,964.8852038474178,,
1447,AR/ANJ/91D08/2014/16,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.060060501098633,96.44635772705078,Debris,Slide,May 2014,652,41,213,10,22.0,trunk,,NH113,89.48403092199541,village,24,Mompani,1080.384867380546,,
1424,AR/ANJ/91D08/2014/17,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,28.0061092376709,96.42871856689452,Debris,Slide,May 2014,444,18,193,10,24.0,trunk,,NH113,107.27890578482015,village,28,Paya,628.7447645194334,,
1718,AR/ANJ/91D11/2014/30,Arunachal Pradesh,Anjaw,,HMC road,28.273780822753903,96.5703125,Debris,Slide,2012,1704,39,234,10,19.0,tertiary,,,294.6475782189576,village,26,Khalega,776.9554013974457,,
1563,AR/ANJ/91D12/2014/43,Arunachal Pradesh,Anjaw,,H. M. C. Road,28.18524932861328,96.53256225585938,Debris,Slide,2012,1079,29,249,10,23.0,tertiary,,,155.18647442576884,town,0,Metengliang,2226.0207048691,,
1451,AR/ANJ/91D12/2014/53,Arunachal Pradesh,Anjaw,Khupapolice check gate,Tezu-Hayuliang road,28.063560485839844,96.50074768066406,Debris,Slide,2012,515,22,272,10,21.0,trunk,,NH113,369.1827389358804,village,54,Nenuliang,692.2082210100455,,
1420,AR/ANJ/92A05/2014/18,Arunachal Pradesh,Anjaw,,Tohangam-Hayuliang Road,27.987470626831055,96.4113311767578,Debris,Flow,May 2014,401,37,147,80,27.0,trunk,,NH113,100.00300587559782,village,17,Dingliang,674.1507631658089,,
1418,AR/ANJ/92A05/2014/55,Arunachal Pradesh,Anjaw,,Tezu-Hayuliang road,27.98332977294922,96.40432739257812,Debris,Slide,2012,390,10,315,80,27.0,trunk,,NH113,299.9253529890055,hamlet,0,Tiding,1103.6096374222236,,
1400,AR/LOH/92A05/2014/08,Arunachal Pradesh,Lohit,,Tohangam-Hayuliang Road,27.93967056274414,96.38096618652344,Debris,Slide,May 2014,1579,22,270,10,26.0,primary,Old NH113,NH113,261.0600392886893,hamlet,0,Tiding,4508.334070098235,,
1409,AR/LOH/92A05/2014/09,Arunachal Pradesh,Lohit,,Tohangam-Hayuliang Road,27.95672035217285,96.39697265625,Debris,Slide,May 2014,892,26,86,10,27.0,primary,Old NH113,NH113,31.398837964218306,hamlet,0,Tiding,2426.1850862098004,,
1408,AR/LOH/92A05/2014/10,Arunachal Pradesh,Lohit,,Tohangam-Hayuliang Road,27.956029891967773,96.40267181396484,Debris,Slide,May 2014,645,37,154,10,26.0,trunk,NH113,,80.19971267308698,hamlet,0,Tiding,2616.53140127637,,
1412,AR/LOH/92A05/2014/20,Arunachal Pradesh,Lohit,,Tohangam-Hayuliang Road,27.96324920654297,96.40097045898438,Debris,Slide,May 2014,526,33,34,10,27.0,primary,Old NH113,NH113,70.60659169250458,hamlet,0,Tiding,1804.8866365657852,,
1411,AR/LOH/92A05/2014/21,Arunachal Pradesh,Lohit,,Tohangam-Hayuliang Road,27.959640502929688,96.40177917480467,Debris,Flow,May 2014,722,22,71,10,23.0,primary,Old NH113,NH113,83.09076341345892,hamlet,0,Tiding,2208.669461798453,,
1938,ARA/PP/83E16/2024/01,Arunachal Pradesh,Papum Pare,Banderdewa Petrol Pump Slide,NH 415,27.105253219604492,93.825399,Debris,Slide,18 June 2024 at 11:00 hrs.,172,32,115,60,28.0,trunk,,NH15,66.84447164692558,village,0,Banderdeva,414.978223154056,2024-06-18,48.20499901100993
1120,ARN/LS/83E15/2016/02,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.339267,93.802581,Debris,Slide,16 July 2016,789,26,24,10,24.0,trunk,,NH13,7.337163430292959,hamlet,0,Chod,2710.483640557976,2016-07-16,84.24999815970659
1103,ARN/LS/83E15/2016/03,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.307071685791016,93.806008,Debris,Slide,17 July 2016,728,31,96,60,31.0,service,,,2.995548134447525,village,0,Hoj,5166.817135295812,2016-07-17,4.369999893009663
999,ARN/LS/83E15/2016/04,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.193425,93.780983,Debris,Slide,16 July 2016,225,56,24,10,28.0,trunk,,NH713A,4.487428185599793,village,0,Bogoli,2674.511183670891,2016-07-16,69.68999771773815
1082,ARN/LS/83E15/2016/05,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.294885635375977,93.803328,Debris,Slide,17 July 2016,646,50,109,30,28.0,trunk,,NH13,12.095420718137946,village,0,Hoj,3791.166141242515,2016-07-17,4.779999900609255
1049,ARN/LS/83E15/2016/06,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.254756,93.801303,Debris,Slide,17 July 2016,288,38,357,10,28.0,trunk,,NH713A,15.413800054815065,village,0,Hoj,875.5329697803901,2016-07-17,4.779999900609255
1042,ARN/LS/83E15/2016/07,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.246131,93.804711,Debris,Slide,17 July 2016,270,25,86,50,28.0,trunk,,NH713A,4.330684705899049,village,0,Hoj,1872.0044807912109,2016-07-17,4.779999900609255
1033,ARN/LS/83E15/2016/08,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.23995018005371,93.806589,Debris,Slide,17 July 2016,270,23,160,10,27.0,trunk,,NH713A,23.33998527637009,village,0,Hoj,2571.377084630344,2016-07-17,4.779999900609255
1218,ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Debris,Slide,22 April 2016,2587,5,100,30,20.0,unclassified,,,27.72359312713493,hamlet,0,Bangde,510.2418286602576,2016-04-22,26.474999092519283
1241,ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,Debris,Slide,22 April 2016,2587,5,100,30,20.0,unclassified,,,27.77659873633692,hamlet,0,Bangde,510.2392809169438,2016-04-22,26.474999092519283
1264,ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,Tawang,SSB Colony slide,,27.596639,91.878972,Debris,Slide,23 April 2016,2883,18,134,30,22.0,trunk,,NH13,18.54687974941769,hamlet,0,Baiga,856.4042317499991,2016-04-23,1.0299999620765448
1265,ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,Tawang,Q.M. Store slide,,27.596639,91.878972,Debris,Slide,23 April 2016,2883,18,134,30,22.0,trunk,,NH13,18.54687974941769,hamlet,0,Baiga,856.4042317499991,2016-04-23,1.0299999620765448
878,ARN/WK/83A12/2016/01,Arunachal Pradesh,West Kameng,Bhalukpong Circuit House slide,NE of Bhalukpong Helipad,27.018342,92.6355972290039,Debris,Slide,1 July 2016 at 12:20 hrs.,221,15,108,30,27.0,unclassified,,,64.06814322649213,town,0,Bhalukpong,511.9730658437824,2016-07-01,43.602498561143875
619,AS/CAC/83D09/2025/4,Assam,Cachar,Naraincherra landslide,Balicherra Grant,24.967559814453125,92.7439193725586,Debris,Slide,March 2025,34,14,146,10,25.0,unclassified,,,5.77971129289009,hamlet,0,New Jātinga,3916.2952514184135,,
620,AS/CAC/83D09/2025/5,Assam,Cachar,Ujan Nagar Landslide,Ujan Nagar,24.95793914794922,92.73200988769533,Debris,Slide,April 2025,41,8,249,10,26.0,residential,,,110.88515941864712,hamlet,0,Barākhola,3145.0871340246654,,
616,AS/CAC/83D10/2025/1,Assam,Cachar,,"Bag-O-Bahar, Khasia Punji",24.57257080078125,92.7035675048828,Debris,Slide,May 2023,58,16,254,10,29.0,residential,,,12.172460976153843,village,0,Munchicherra,430.61020793280267,,
800,AS/KAM(M)/78N16/2025/05,Assam,Kamrup,Rupnagar,,26.158193,91.755807,Debris,Slide,06 June 2025,56,3,0,10,28.0,secondary,Guwahati Medical College Road,,0.565172319642248,city,1000000,গুৱাহাটী,2488.706496780491,2025-06-06,3.9549999311566353
35,AS/KAR/83D06/2009-10/AS-2,Assam,Karimganj,Rongpur slide,Rongpur Village,24.710832595825195,92.481167,Debris,Slide,03 June 2010,48,18,284,10,26.0,residential,,,187.3632925874088,hamlet,0,Bhairab Nagar,1407.7631098365434,2010-06-03,36.914999324828386
474,AS/KRP/78N16/2018/001,Assam,Kamrup,Shankardev Nagar slide,NH37 towards Shillong.,26.11266708374023,91.853889,Debris,Slide,24 August 2018,188,27,294,10,27.0,residential,,,7.824036858357273,town,0,Jorabat,2770.859096534118,2018-08-24,17.974999797530472
243,AS/NC/83G04/2009-10/AS-6,Assam,Dima Hasao,Mahur-Wadringdisa slide,,25.229556,93.15560150146484,Debris,Slide,02 April 2010,466,19,136,10,29.0,trunk,,NH27,959.0583314668957,hamlet,0,Samserpur,915.4460220188196,2010-04-02,18.254999574273825
521,AS/NC/83G04/2009/B-5,Assam,Dima Hasao,Phaiding Landslide,,26.20261001586914,91.14527893066406,Debris,,20 August 2009,37,0,0,60,23.0,tertiary,,,4889.857618548894,town,0,Bohori,6080.22669351952,2009-08-20,6.084999763406813
30,ASM/CCR/83H2/2016/66,Assam,Cachar,Khasiapunji slide,Khasiapunji village,24.645417,93.005361,Debris,Slide,31 August 2016,359,32,237,10,26.0,unclassified,,,663.8804508010883,village,0,Matinagar,4250.191756415705,2016-08-31,36.65999908000231
36,ASM/CHR/83D14/2020/0002,Assam,Cachar,Govindnagar Slide,"Govindnagar Pt. II, Sonai",24.721920013427734,92.90380859375,Debris,Slide,05 June 2020,41,8,165,10,29.0,residential,,,19.59676695903465,town,0,Sonai,1866.659289019222,2020-06-05,5.550000011920929
808,ASM/DH/83C15/2023-24/001,Assam,Dima Hasao,Old Sangbar playground slide,Old Sangbar,25.366254806518555,92.823037,Debris,Slide,14 May 2022,968,15,20,30,29.0,unclassified,,,55.07412344203437,hamlet,0,Sangbār,92.56156679641548,2022-05-14,59.73999881371856
664,ASM/DH/83C16/2022-23/042,Assam,Dima Hasao,Kokai Punchi Slide,Kokai Punchi,25.164270401000977,92.99787902832033,Debris,Slide,14 -15 May 2022,518,28,233,10,26.0,track,,,1.0608930215890542,hamlet,0,Mahādeo,1136.0601723561376,2022-05-15,64.2199991941452
805,ASM/DH/83C16/2023-24/001,Assam,Dima Hasao,Lower Boulsol slide,Lower Boulsol,25.117665,92.847709,Debris,Slide,14 May 2022,167,13,153,10,27.0,service,Lumding - Silchar MG Line,,187.82802144366389,village,0,Harangajao,958.1229648977462,2022-05-14,88.53999751154333
