system:index,District,History,Latitude,Longitude,Material_Involved,Movement_Type,NH_SH_Location,SlNo,Slide_Name,Slide_No,State,elevation_m,.geo,index_right,osm_id,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m
000000000000000001e9,West Karbi Anglong,,25.815420150756836,92.55349731445312,Debris,Slide,"SH-18, Hamren-Umpu road",355,N of Rongkhong-1,ASM/WKA/83C09/2016/15,Assam,470,"{""type"":""MultiPoint"",""coordinates"":[]}",39863,669003543,primary,,SH18,0.10328166259387597
000000000000000001e8,West Karbi Anglong,,25.814279556274418,92.5542221069336,Debris,Slide,"SH-18, Hamren-Umpu road",354,N of Rongkhong-2,ASM/WKA/83C09/2016/16,Assam,476,"{""type"":""MultiPoint"",""coordinates"":[]}",39863,669003543,primary,,SH18,3.801532804400297
000000000000000001e6,West Karbi Anglong,,25.812000274658203,92.55068969726562,Debris,Slide,"SH-18, Hamren-Umpu road",352,N of Rongkhong-5,ASM/WKA/83C09/2016/19,Assam,505,"{""type"":""MultiPoint"",""coordinates"":[]}",39863,669003543,primary,,SH18,7.486653478692831
000000000000000001fc,West Karbi Anglong,,25.844940185546875,92.61514282226562,Debris,Slide,Hamren-Amlong road,370,Amlong,ASM/WKA/83C09/2016/24,Assam,318,"{""type"":""MultiPoint"",""coordinates"":[]}",39901,669003626,unclassified,,,0.7895009811806318
00000000000000000213,West Karbi Anglong,,25.864186,92.571047,Debris,Slide,Hamren,387,Hamren-3,ASM/WKA/83C09/2016/29,Assam,508,"{""type"":""MultiPoint"",""coordinates"":[]}",171752,1072949815,unclassified,,,11.329022196206934
00000000000000000212,West Karbi Anglong,,25.859920501708984,92.72557830810548,Debris,Slide,Kolonga-Teran-Rongsope road,386,SE of Rongsope,ASM/WKA/83C09/2016/3,Assam,147,"{""type"":""MultiPoint"",""coordinates"":[]}",288308,1467119452,unclassified,,,11.12465589813981
00000000000000000211,West Karbi Anglong,,25.855440139770508,92.57369232177734,Debris,Slide,Hamren,385,Hamren-4,ASM/WKA/83C09/2016/30,Assam,455,"{""type"":""MultiPoint"",""coordinates"":[]}",39886,669003576,unclassified,,,7.667823075773829
00000000000000000222,West Karbi Anglong,,25.953859329223633,92.60366821289062,Debris,Slide,"SH-18, Baithalangso-Tika road",398,N of Langchar Terongaon,ASM/WKA/83C09/2016/35,Assam,308,"{""type"":""MultiPoint"",""coordinates"":[]}",30427,608658007,primary,Baithalangso Rd,SH18,6.397906449856121
0000000000000000020d,West Karbi Anglong,,25.85166931152344,92.58088684082033,Debris,Slide,"SH-18, Hamren road",381,Hamren-2,ASM/WKA/83C09/2016/6,Assam,465,"{""type"":""MultiPoint"",""coordinates"":[]}",39895,669003614,primary,,SH18;SH-017,20.692647210780382
0000000000000000021d,West Karbi Anglong,,25.94499969482422,92.66358184814452,Debris,Slide,"W of Padam Pukhuri, SH-16",394,Padam Pukhuri,ASM/WKA/83C09/2016/7,Assam,162,"{""type"":""MultiPoint"",""coordinates"":[]}",10065,384532052,trunk,a3,NH627,1817.449997068002
00000000000000000226,West Karbi Anglong,,25.960939407348633,92.6012191772461,Debris,Slide,"SH-18, Baithalangso-Tika road",401,S of Baithalangso,ASM/WKA/83C09/2016/9,Assam,147,"{""type"":""MultiPoint"",""coordinates"":[]}",30427,608658007,primary,Baithalangso Rd,SH18,18.44142524860002
0000000000000000049d,Dima Hasao,,25.313791275024418,93.10552215576172,Debris,Slide,Maibang-Gunjung road section,817,Maibang-Gunjung road slide 2,LS_ASM_DH_0393/2024,Assam,438,"{""type"":""MultiPoint"",""coordinates"":[]}",274403,1362028878,unclassified,,,5.645803234905448
0000000000000000049e,Dima Hasao,,25.313928604125977,93.10485076904295,Debris,Slide,Maibang-Gunjung road section,818,Maibang-Gunjung road slide 3,LS_ASM_DH_0394/2024,Assam,434,"{""type"":""MultiPoint"",""coordinates"":[]}",274403,1362028878,unclassified,,,1.6090633813610695
0000000000000000049f,Dima Hasao,,25.314558029174805,93.094195,Debris,Slide,Maibang-Gunjung road section,819,Maibang-Gunjung road slide 4,LS_ASM_DH_0395/2024,Assam,445,"{""type"":""MultiPoint"",""coordinates"":[]}",274403,1362028878,unclassified,,,1.3140224732923576
000000000000000004a1,Dima Hasao,,25.24612045288086,93.028292,Debris,Slide,Gunjung road section,821,Gunjung road slide 2,LS_ASM_DH_0397/2024,Assam,610,"{""type"":""MultiPoint"",""coordinates"":[]}",7044,311653434,trunk,,NH627,4.835597462669665
000000000000000004a2,Dima Hasao,,25.235750198364254,93.033317,Debris,Slide,Gunjung road section,822,Gunjung road slide 3,LS_ASM_DH_0398/2024,Assam,601,"{""type"":""MultiPoint"",""coordinates"":[]}",7044,311653434,trunk,,NH627,71.7737245466612
000000000000000004b0,Dima Hasao,,25.241134643554688,93.007627,Debris,Slide,Sampardisa-Gaijon road section,833,Sampardisa-Gaijon road slide 1,LS_ASM_DH_0409/2024,Assam,334,"{""type"":""MultiPoint"",""coordinates"":[]}",272966,1352780191,unclassified,,,17.612440055826635
000000000000000004b1,Dima Hasao,,25.245448,93.003937,Debris,Slide,Sampardisa-Gaijon road section,834,Sampardisa-Gaijon road slide 2,LS_ASM_DH_0410/2024,Assam,311,"{""type"":""MultiPoint"",""coordinates"":[]}",272966,1352780191,unclassified,,,4.798590233626219
00000000000000001085,Senapati,,25.124639,93.92575073242188,Debris,Slide,4km west of Gopibung,19189,,MAN/SEN/83G16/2015/48,Manipur,1262,"{""type"":""MultiPoint"",""coordinates"":[]}",278783,1381864322,unclassified,,,759.4990102717622
00000000000000001064,Senapati,,25.110417,93.791806,Debris,Slide,2km south of Makui,19157,,MAN/SEN/83G16/2015/49,Manipur,762,"{""type"":""MultiPoint"",""coordinates"":[]}",282396,1436785121,unclassified,,,8.093410369277668
000000000000000011d0,Senapati,,25.452369,94.128022,Debris,Flow,South of Chakumai Village,19499,,MAN/SEN/83K03/2015/11,Manipur,1415,"{""type"":""MultiPoint"",""coordinates"":[]}",318,44886111,trunk,,NH2,3.1427659363784133
000000000000000011cd,Senapati,,25.450353,94.129017,Debris,Subsidence,West of Khridziiphi,19496,,MAN/SEN/83K03/2015/12,Manipur,1433,"{""type"":""MultiPoint"",""coordinates"":[]}",318,44886111,trunk,,NH2,0.5255430913829523
0000000000000000113b,Senapati,,25.30263900756836,94.014617,Debris,Slide,Northwest of Maram Khonou,19367,,MAN/SEN/83K03/2015/13,Manipur,1401,"{""type"":""MultiPoint"",""coordinates"":[]}",12093,430315520,tertiary,,,9.407142928053457
000000000000000011aa,Senapati,,25.417653,94.0846939086914,Debris,Slide,South of Maram Khullen,19461,,MAN/SEN/83K03/2015/15,Manipur,1537,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,2.42534615178962
000000000000000011a7,Senapati,,25.41648292541504,94.079214,Debris,Slide,South of Maram Khullen,19458,,MAN/SEN/83K03/2015/16,Manipur,1543,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,1.1254389272812684
000000000000000011a5,Senapati,,25.416389,94.0678939819336,Debris,Slide,South of Maram Khullen,19456,,MAN/SEN/83K03/2015/17,Manipur,1267,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,591.8972665317548
000000000000000011a6,Senapati,,25.416419,94.077794,Debris,Slide,South of Maram Khullen,19457,,MAN/SEN/83K03/2015/18,Manipur,1517,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,9.72886067031517
000000000000000011ba,Senapati,,25.43085289001465,94.043697,Debris,Slide,West of New Magamai,19477,,MAN/SEN/83K03/2015/29,Manipur,1461,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,13.052765289404318
00000000000000001125,Senapati,,25.269097,94.022569,Debris,Slide,Senapati,19345,,MAN/SEN/83K03/2015/3,Manipur,1071,"{""type"":""MultiPoint"",""coordinates"":[]}",309,44886092,trunk,,NH2,11.165058656135548
000000000000000011d2,Senapati,,25.453942,94.048881,Debris,Slide,Northwest of New Magamai,19501,,MAN/SEN/83K03/2015/35,Manipur,1344,"{""type"":""MultiPoint"",""coordinates"":[]}",2627,198349474,trunk,,NH129A,14.482222056334454
000000000000000011ce,Senapati,,25.450653076171875,94.046667,Debris,Slide,Northwest of New Magamai,19497,,MAN/SEN/83K03/2015/36,Manipur,1328,"{""type"":""MultiPoint"",""coordinates"":[]}",2627,198349474,trunk,,NH129A,10.443560832325444
000000000000000011ca,Senapati,,25.447664260864254,94.041483,Debris,Slide,Northwest of New Magamai,19493,,MAN/SEN/83K03/2015/37,Manipur,1391,"{""type"":""MultiPoint"",""coordinates"":[]}",2627,198349474,trunk,,NH129A,6.263839690315886
000000000000000011c4,Senapati,,25.44326400756836,94.03919982910156,Debris,Slide,Northwest of New Magamai,19487,,MAN/SEN/83K03/2015/38,Manipur,1491,"{""type"":""MultiPoint"",""coordinates"":[]}",2627,198349474,trunk,,NH129A,78.45686889555368
000000000000000011c7,Senapati,,25.444722,94.04139709472656,Debris,Slide,Northwest of New Magamai,19490,,MAN/SEN/83K03/2015/39,Manipur,1367,"{""type"":""MultiPoint"",""coordinates"":[]}",2627,198349474,trunk,,NH129A,47.039472421077704
000000000000000011c0,Senapati,,25.437203,94.042989,Debris,Slide,Northwest of New Magamai,19483,,MAN/SEN/83K03/2015/40,Manipur,1311,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,256.8868477993152
000000000000000011cc,Senapati,,25.448506,94.031956,Debris,Slide,Northwest of New Magamai,19495,,MAN/SEN/83K03/2015/41,Manipur,1736,"{""type"":""MultiPoint"",""coordinates"":[]}",2627,198349474,trunk,,NH129A,337.0674132618866
00000000000000001146,Senapati,,25.317878,94.069389,Debris,Slide,Along Khabung road,19378,,MAN/SEN/83K03/2015/47,Manipur,1057,"{""type"":""MultiPoint"",""coordinates"":[]}",4940,258105023,trunk,,NH2,1874.203559659094
00000000000000001145,Senapati,,25.317628,94.070336,Debris,Slide,Along Khabung road,19377,,MAN/SEN/83K03/2015/48,Manipur,1054,"{""type"":""MultiPoint"",""coordinates"":[]}",4940,258105023,trunk,,NH2,1970.2920236630512
0000000000000000114b,Senapati,,25.321019,94.067142,Debris,Slide,Along Khabung road,19383,,MAN/SEN/83K03/2015/49,Manipur,1074,"{""type"":""MultiPoint"",""coordinates"":[]}",4940,258105023,trunk,,NH2,1500.1504508269895
0000000000000000114d,Senapati,,25.322717,94.067492,Debris,Slide,Along Khabung road,19385,,MAN/SEN/83K03/2015/50,Manipur,1091,"{""type"":""MultiPoint"",""coordinates"":[]}",4940,258105023,trunk,,NH2,1449.487470556248
0000000000000000115a,Senapati,,25.334333419799805,94.08274841308594,Debris,Slide,Along Khabung road,19398,,MAN/SEN/83K03/2015/52,Manipur,1066,"{""type"":""MultiPoint"",""coordinates"":[]}",317,44886109,trunk,,NH2,2311.3340964285676
00000000000000001151,Senapati,,25.324731,94.086558,Debris,Slide,Along Khabung road,19389,,MAN/SEN/83K03/2015/53,Manipur,1216,"{""type"":""MultiPoint"",""coordinates"":[]}",317,44886109,trunk,,NH2,3230.7756456293796
0000000000000000114e,Senapati,,25.322822,94.088994,Debris,Slide,Along Khabung road,19386,,MAN/SEN/83K03/2015/54,Manipur,1174,"{""type"":""MultiPoint"",""coordinates"":[]}",4940,258105023,trunk,,NH2,3521.8364567848143
00000000000000001124,Senapati,,25.269014358520508,94.046367,Debris,Slide,Along Sorbung road,19344,,MAN/SEN/83K03/2015/76,Manipur,1321,"{""type"":""MultiPoint"",""coordinates"":[]}",11685,424896138,secondary,,,3.3273445212457062
00000000000000001122,Senapati,,25.268825,94.048439,Debris,Slide,Along Sorbung road,19342,,MAN/SEN/83K03/2015/78,Manipur,1368,"{""type"":""MultiPoint"",""coordinates"":[]}",11685,424896138,secondary,,,0.9465344832543358
00000000000000001115,Senapati,,25.259721755981445,94.03714752197266,Debris,Slide,Along Sorbung road,19329,,MAN/SEN/83K03/2015/79,Manipur,1464,"{""type"":""MultiPoint"",""coordinates"":[]}",11685,424896138,secondary,,,6.736248588597806
0000000000000000111c,Senapati,,25.264638900756836,94.062167,Debris,Slide,Along Sorbung road,19336,,MAN/SEN/83K03/2015/80,Manipur,1384,"{""type"":""MultiPoint"",""coordinates"":[]}",11685,424896138,secondary,,,12.52575612384458
000000000000000011b7,Senapati,,25.429097,94.108439,Debris,Slide,North of Maram,19474,,MAN/SEN/83K03/2015/9,Manipur,1350,"{""type"":""MultiPoint"",""coordinates"":[]}",310,44886094,trunk,,NH2,3.998768435059342
0000000000000000110d,Senapati,,25.236142,94.101983,Debris,Slide,Along Sorbung road,19321,,MAN/SEN/83K04/2015/86,Manipur,1110,"{""type"":""MultiPoint"",""coordinates"":[]}",303290,1551211135,secondary,,,1219.2603853415715
00000000000000001112,Senapati,,25.255931,94.12539672851562,Debris,Slide,Along Sorbung road,19326,,MAN/SEN/83K04/2015/94,Manipur,1401,"{""type"":""MultiPoint"",""coordinates"":[]}",303290,1551211135,secondary,,,3.781158432718487
00000000000000001174,Senapati,,25.34724998474121,94.334444,Debris,Slide,Ngari village,19413,,MAN/SEN/83K07/2015/061,Manipur,1443,"{""type"":""MultiPoint"",""coordinates"":[]}",4540,242636867,trunk,,NH102A,3036.7464241880134
00000000000000001200,Senapati,,25.520999908447266,94.13400268554688,Debris,Composite,NH-29,19536,,MAN/SEN/83K2/2015/161,Manipur,1714,"{""type"":""MultiPoint"",""coordinates"":[]}",60728,850752424,trunk,,NH2,12.862276918384675
00000000000000001206,Senapati,,25.52300071716309,94.13500213623048,Debris,Composite,NH-29,19542,,MAN/SEN/83K2/2015/194,Manipur,1757,"{""type"":""MultiPoint"",""coordinates"":[]}",60728,850752424,trunk,,NH2,90.0194300264695
00000000000000001207,Senapati,,25.524999618530273,94.14600372314452,Debris,Slide,Terrace fields of Punananmei,19543,,MAN/SEN/83K2/2015/210,Manipur,1565,"{""type"":""MultiPoint"",""coordinates"":[]}",287970,1466223879,unclassified,,,481.49344687573404
000000000000000010e0,Tamenglong,,25.167806,93.749222,Debris,Slide,West of Govajang,19276,,MAN/TAM/83G12/2017/0001,Manipur,693,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,9.532583083320233
000000000000000010e1,Tamenglong,,25.16791725158691,93.749083,Debris,Slide,West of Govajang,19277,,MAN/TAM/83G12/2017/0002,Manipur,693,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,6.705622997881608
000000000000000010e2,Tamenglong,,25.168027877807617,93.748972,Debris,Slide,West of Govajang,19278,,MAN/TAM/83G12/2017/0003,Manipur,705,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,6.642838170305056
000000000000000010e4,Tamenglong,,25.168750762939453,93.742306,Debris,Slide,Govajang road,19280,,MAN/TAM/83G12/2017/0004,Manipur,735,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,1.39323296194877
000000000000000010e8,Tamenglong,,25.169028,93.741083,Debris,Slide,Govajang road,19284,,MAN/TAM/83G12/2017/0006,Manipur,759,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,4.016715734328709
000000000000000010de,Tamenglong,,25.167444229125977,93.735472,Debris,Slide,Govajang road,19274,,MAN/TAM/83G12/2017/0008,Manipur,782,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,6.036413858948677
000000000000000010d3,Tamenglong,,25.164222,93.736361,Debris,Slide,Govajang road,19263,,MAN/TAM/83G12/2017/0009,Manipur,762,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,1.1979078519441948
000000000000000010d1,Tamenglong,,25.163917,93.73625183105467,Debris,Slide,Govajang road,19261,,MAN/TAM/83G12/2017/0010,Manipur,768,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,6.554471009517035
000000000000000010cf,Tamenglong,,25.163528442382812,93.736222,Debris,Slide,Govajang road,19259,,MAN/TAM/83G12/2017/0011,Manipur,762,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,12.063245272392129
000000000000000010cd,Tamenglong,,25.163167,93.735556,Debris,Slide,Govajang road,19257,,MAN/TAM/83G12/2017/0012,Manipur,760,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,9.639853312281003
000000000000000010ca,Tamenglong,,25.162028,93.733306,Debris,Slide,Govajang road,19254,,MAN/TAM/83G12/2017/0013,Manipur,738,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,3.108952583511613
000000000000000010c6,Tamenglong,,25.161361,93.732333,Debris,Slide,Govajang road,19250,,MAN/TAM/83G12/2017/0014,Manipur,726,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,3.1893704099334688
000000000000000010c8,Tamenglong,,25.161693572998047,93.731306,Debris,Slide,Govajang road,19252,,MAN/TAM/83G12/2017/0015,Manipur,740,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,7.459065468767161
000000000000000010c7,Tamenglong,,25.161666870117188,93.730361,Debris,Slide,Govajang road,19251,,MAN/TAM/83G12/2017/0016,Manipur,741,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,11.838695925156504
000000000000000010c9,Tamenglong,,25.161861419677734,93.729917,Debris,Slide,Govajang road,19253,,MAN/TAM/83G12/2017/0017,Manipur,750,"{""type"":""MultiPoint"",""coordinates"":[]}",10213,385553809,primary,,,16.63700351131514
000000000000000010b4,Tamenglong,,25.156722,93.723889,Debris,Slide,Govajang road,19232,,MAN/TAM/83G12/2017/0018,Manipur,734,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,4.874812358092681
000000000000000010b9,Tamenglong,,25.15774917602539,93.72274780273438,Debris,Slide,Govajang road,19237,,MAN/TAM/83G12/2017/0019,Manipur,746,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,2.0737817654405757
000000000000000010be,Tamenglong,,25.159000396728516,93.712056,Debris,Slide,Govajang road,19242,,MAN/TAM/83G12/2017/0020,Manipur,1038,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,359.2886507163551
000000000000000010a8,Tamenglong,,25.152167,93.713083,Debris,Slide,Govajang road,19220,,MAN/TAM/83G12/2017/0021,Manipur,819,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,2.639435688952203
000000000000000010aa,Tamenglong,,25.152389,93.712833,Debris,Slide,Govajang road,19222,,MAN/TAM/83G12/2017/0022,Manipur,824,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,1.2845983476022103
000000000000000010ac,Tamenglong,,25.153472,93.712444,Debris,Slide,Govajang road,19224,,MAN/TAM/83G12/2017/0023,Manipur,841,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,1.7653679378695004
000000000000000010ae,Tamenglong,,25.154916763305664,93.711278,Debris,Slide,Govajang road,19226,,MAN/TAM/83G12/2017/0024,Manipur,851,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,0.2848873022196462
000000000000000010c1,Tamenglong,,25.159778,93.7064971923828,Debris,Slide,Govajang road,19245,,MAN/TAM/83G12/2017/0025,Manipur,855,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,8.05970571287262
000000000000000010c5,Tamenglong,,25.16058349609375,93.70549774169922,Debris,Slide,Govajang road,19249,,MAN/TAM/83G12/2017/0026,Manipur,868,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,2.7040341380157984
000000000000000010cc,Tamenglong,,25.162583,93.703972,Debris,Slide,Govajang road,19256,,MAN/TAM/83G12/2017/0027,Manipur,882,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,0.576181808825927
000000000000000010b5,Tamenglong,,25.156833,93.703222,Debris,Slide,Govajang road,19233,,MAN/TAM/83G12/2017/0028,Manipur,883,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,2.9244173124040675
000000000000000010bf,Tamenglong,,25.159028,93.699833,Debris,Slide,Govajang road,19243,,MAN/TAM/83G12/2017/0029,Manipur,906,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,0.9143900242689349
000000000000000010d0,Tamenglong,,25.163722,93.700556,Debris,Slide,Govajang road,19260,,MAN/TAM/83G12/2017/0030,Manipur,956,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,1.4904515280069772
000000000000000010dc,Tamenglong,,25.16583251953125,93.699611,Debris,Slide,Govajang road,19272,,MAN/TAM/83G12/2017/0031,Manipur,958,"{""type"":""MultiPoint"",""coordinates"":[]}",282328,1436769134,primary,,,2.8338690822384374
000000000000000010d8,Tamenglong,,25.16522216796875,93.697722,Debris,Slide,Govajang road,19268,,MAN/TAM/83G12/2017/0032,Manipur,961,"{""type"":""MultiPoint"",""coordinates"":[]}",10215,385553863,primary,,,0.42559472022710876
000000000000000010d7,Tamenglong,,25.16485023498535,93.697303,Debris,Slide,Govajang road,19267,,MAN/TAM/83G12/2017/0033,Manipur,974,"{""type"":""MultiPoint"",""coordinates"":[]}",10215,385553863,primary,,,10.980640734341806
