system:index,District,History,Latitude,Longitude,Material_Involved,Movement_Type,NH_SH_Location,SlNo,Slide_Name,Slide_No,State,elevation_m,.geo,index_right,osm_id,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m
000000000000000000be,Dima Hasao,2014,25.138999938964844,93.0250015258789,Earth,Slide,"Bara Haflong,village.",151,Bara Haflong,AS/DIM/83G4/2015/56,Assam,610,"{""type"":""MultiPoint"",""coordinates"":[]}",273364,1354189369,track,,,11.025774939665002
000000000000000000fe,Dima Hasao,2014,25.18600082397461,93.10399627685548,Earth,Slide,8.5 km from Mahur; NH-54,202,Phaeding-Sunbung Subsidence,AS/DIM/83G4/2015/62,Assam,519,"{""type"":""MultiPoint"",""coordinates"":[]}",263760,1317721211,service,,,48.06308472428335
000000000000000000e1,Dima Hasao,2014,25.156999588012695,93.06199645996094,Earth,Slide,Pura village on NH-54,177,Pura Sinking Zone village,AS/DIM/83G4/2015/64,Assam,514,"{""type"":""MultiPoint"",""coordinates"":[]}",26625,566144640,trunk,,NH27,62.69806162691789
000000000000000000b5,Dima Hasao,2014,25.13400077819824,93.04499816894533,Earth,Slide,On NH-54,142,Nutan Leikul-Kelelo Sinking zone,AS/DIM/83G4/2015/65,Assam,665,"{""type"":""MultiPoint"",""coordinates"":[]}",278251,1379309755,trunk,,NH27,70.29054270980102
000000000000000000f5,Dima Hasao,2014,25.177499771118164,93.026222,Earth,Slide,"Khongsai village, Haflong",195,Khongsai slide-1,ASM/DH/83G4/2016/05,Assam,480,"{""type"":""MultiPoint"",""coordinates"":[]}",273460,1354222406,track,,,0.1135491539595651
000000000000000000f3,Dima Hasao,2014,25.176917,93.026556,Earth,Slide,"Khongsai village, Haflong",193,Khongsai slide- 2,ASM/DH/83G4/2016/08,Assam,452,"{""type"":""MultiPoint"",""coordinates"":[]}",273460,1354222406,track,,,15.398905978428543
00000000000000001659,Ri-Bhoi,2014,26.02897071838379,91.8719711303711,Earth,Slide,GS road,20477,17 mile A,ML/RIB/78N16/2014/01,Meghalaya,155,"{""type"":""MultiPoint"",""coordinates"":[]}",70735,977963764,trunk,,NH6,301.1698094930626
000000000000000015ff,Ri-Bhoi,2014,25.75634002685547,92.017832,Rock,Slide,SH,20408,Mawkynrong,MEG/RIB/83C1/2016/7,Meghalaya,973,"{""type"":""MultiPoint"",""coordinates"":[]}",292899,1502659811,tertiary,,,216.45441559836635
00000000000000001286,East Jaintia Hills,2014,25.079028,92.359111,Rock,Slide,NH44,19649,0.79 km W of Kuliang,MEG/WJH/83C4/2016/102,Meghalaya,230,"{""type"":""MultiPoint"",""coordinates"":[]}",53780,741589137,trunk,,NH6,8.187686515805089
0000000000000000128f,East Jaintia Hills,2014,25.08791732788086,92.357906,Rock,Slide,NH44,19656,0.67 km SE of Sonapur mandir,MEG/WJH/83C4/2016/103,Meghalaya,260,"{""type"":""MultiPoint"",""coordinates"":[]}",8954,366130591,trunk,,NH6,32.514653332722574
000000000000000012ba,East Jaintia Hills,2014,25.134971618652344,92.380278,Rock,Slide,NH44,19683,0.96 km NNE of Tongseng,MEG/WJH/83C4/2016/68,Meghalaya,219,"{""type"":""MultiPoint"",""coordinates"":[]}",264,44880793,trunk,,NH6,25.687271362248442
00000000000000002036,Aizawl,2014,23.75045394897461,92.69523620605467,Rock,Slide,Rangamval,22172,Rangamval Landslide,MIZ/AIZ/84A09/2016/76,Mizoram,765,"{""type"":""MultiPoint"",""coordinates"":[]}",2452,192353760,trunk,,NH108,7.94323817145252
00000000000000001210,Senapati,2014,25.54039001464844,94.16989135742188,Rock,Slide,Mao gate to Pudunamai road,19551,Pudunamai I,MN/SEN/83K02/2014/03,Manipur,1606,"{""type"":""MultiPoint"",""coordinates"":[]}",287968,1466223877,tertiary,,,211.21812589216677
00000000000000002d19,Dimapur,2014,25.84000015258789,93.9800033569336,Rock,Slide,'Nihokhu,24883,,NA/DIM/83G13/2020/4,Nagaland,510,"{""type"":""MultiPoint"",""coordinates"":[]}",98426,1051981836,secondary,,,434.37257473092916
00000000000000002e06,Zunheboto,2014,26.012139,94.523667,Rock,Slide,"Zunhwboto Town, DC Colony",25107,,NAG/ZUNB/83J12/2016/0007,Nagaland,1811,"{""type"":""MultiPoint"",""coordinates"":[]}",2636,198359188,trunk,,NH702A,16.349032973277296
00000000000000002ba1,Kohima,2014,25.67799949645996,94.10099792480467,Rock,Slide,,24554,,NG/KOH/83K2/2015/95,Nagaland,1273,"{""type"":""MultiPoint"",""coordinates"":[]}",32533,625280822,tertiary,KV VDB Road,,36.60733865816054
00000000000000002a84,Phek,2014,25.621000289916992,94.21199798583984,Rock,Slide,Kohima-Meluri road (NH-150?),24357,,NG/PHE/83K2/2015/64,Nagaland,934,"{""type"":""MultiPoint"",""coordinates"":[]}",1631,129815376,trunk,,NH29,21.381021641691227
00000000000000002ad8,Phek,2014,25.64900016784668,94.44100189208984,Rock,Slide,Pfiitsero-Sakraba-Phek road,24421,,NG/PHE/83K6/2015/336,Nagaland,1530,"{""type"":""MultiPoint"",""coordinates"":[]}",302503,1550066945,secondary,Pfütsero to Phek Road,,67.32369479460009
00000000000000002ab8,Phek,2014,25.636690139770508,94.21985626220705,Rock,Slide,,24399,Confluence of Sedzu Ru and Kerori Ru,NL/PHE/83K02/2014/02,Nagaland,895,"{""type"":""MultiPoint"",""coordinates"":[]}",1631,129815376,trunk,,NH29,305.37100901951766
00000000000000002a81,Phek,2014,25.620670318603516,94.21482849121094,Rock,Topple,Chakabama- Pfutsero road,24354,Chakhabama-Pfiitsero road,NL/PHE/83K02/2014/03,Nagaland,1030,"{""type"":""MultiPoint"",""coordinates"":[]}",1631,129815376,trunk,,NH29,240.41701121377676
00000000000000002a69,Phek,2014,25.612749099731445,94.21517181396484,Rock,Slide,Chakabama-Pfiitsero road,24337,Sedzii Bridge,NL/PHE/83K02/2014/04,Nagaland,968,"{""type"":""MultiPoint"",""coordinates"":[]}",4467,239157848,trunk,,NH29,351.2744322672976
00000000000000002a82,Phek,2014,25.620670318603516,94.21482849121094,Rock,Slide,SH (Chakabama- Pfiitsero road),24355,Chakabama- Pfiitsero road,NL/PHE/83K02/2014/05,Nagaland,1030,"{""type"":""MultiPoint"",""coordinates"":[]}",1631,129815376,trunk,,NH29,240.41701121377676
00000000000000000296,Nagaon,2014,26.116971969604492,92.440083,Rock cum Debris,Slide,Amsoi- Amtrang road,477,Amsoi-Amtrang road slide No.4,ASM/NAG/83B08/2017/04,Assam,180,"{""type"":""MultiPoint"",""coordinates"":[]}",10067,384532054,trunk,,NH627,41.64980877735792
00000000000000001293,East Jaintia Hills,2014,25.09217834472656,92.353564,Rock cum Debris,Slide,NH44,19660,Sonapur mandir 1,MEG/WJH/83C4/2016/66,Meghalaya,140,"{""type"":""MultiPoint"",""coordinates"":[]}",8954,366130591,trunk,,NH6,13.077995219152974
00000000000000002bae,Kohima,2014,25.68044090270996,94.07335662841795,Rock cum Debris,Flow,Jotsoma village,24564,Jotsoma village science college road,NL/KOH/83K02/2014/14,Nagaland,1267,"{""type"":""MultiPoint"",""coordinates"":[]}",319,44886115,trunk,,NH29,220.2278058130134
00000000000000000fa9,Tamenglong,2014,24.985750198364254,93.497389,Soil,Slide,New Kanan village,18993,New Kanan Slide,MN/TMG/83H09/2018/002,Manipur,1161,"{""type"":""MultiPoint"",""coordinates"":[]}",59694,819663666,unclassified,,,368.1763501970865
00000000000000000065,Cachar,2015,25.029708,92.463967,Debris,Slide,NH44,81,0.21 km N of Malidhar,AS/CAC/83C4/2016/73,Assam,107,"{""type"":""MultiPoint"",""coordinates"":[]}",38182,666960675,trunk,,NH6,15.11104871469381
00000000000000000066,Cachar,2015,25.031431198120117,92.463231,Debris,Slide,NH44,82,0.39 km N of Malidhar,AS/CAC/83C4/2016/74,Assam,93,"{""type"":""MultiPoint"",""coordinates"":[]}",38182,666960675,trunk,,NH6,19.939713120868745
00000000000000000067,Cachar,2015,25.032119,92.462636,Debris,Slide,NH44,83,0.48 km N of Malidhar,AS/CAC/83C4/2016/75,Assam,55,"{""type"":""MultiPoint"",""coordinates"":[]}",38182,666960675,trunk,,NH6,20.672525647406392
00000000000000000068,Cachar,2015,25.032989,92.462214,Debris,Slide,NH44,84,0.58 km NW of Malidhar,AS/CAC/83C4/2016/76,Assam,82,"{""type"":""MultiPoint"",""coordinates"":[]}",38182,666960675,trunk,,NH6,16.139212992606794
000000000000000001d2,Dima Hasao,2015,25.648969650268555,93.1208267211914,Debris,Slide,"NH 54, 3 km North of Hatikhali",339,,AS/DIM/83G2/2015/06,Assam,346,"{""type"":""MultiPoint"",""coordinates"":[]}",60513,843621717,trunk,,NH27,14.023683730638995
0000000000000000120b,Senapati,2015,25.52899932861328,93.9520034790039,Debris,Slide,Peren-Maram road,19547,,MAN/SEN/83G14/2015/22,Manipur,1692,"{""type"":""MultiPoint"",""coordinates"":[]}",10025,383749535,trunk,,NH129A,19.993778888506444
0000000000000000110f,Senapati,2015,25.238611221313477,94.009189,Debris,Slide,2.5km south of Taphuo Kuki,19323,,MAN/SEN/83K03/2015/1,Manipur,1109,"{""type"":""MultiPoint"",""coordinates"":[]}",309,44886092,trunk,,NH2,58.897965334484745
000000000000000011ab,Senapati,2015,25.41777801513672,94.077222,Debris,Slide,South of Maram Khullen,19462,,MAN/SEN/83K03/2015/19,Manipur,1528,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,2.5562073593430337
00000000000000001111,Senapati,2015,25.245868682861328,94.014442,Debris,Slide,2.5km south of Taphuo Kuki,19325,,MAN/SEN/83K03/2015/2,Manipur,1091,"{""type"":""MultiPoint"",""coordinates"":[]}",309,44886092,trunk,,NH2,305.54621430206305
000000000000000011b3,Senapati,2015,25.421111,94.0770034790039,Debris,Slide,South of Maram Khullen,19470,,MAN/SEN/83K03/2015/20,Manipur,1501,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,8.459975271301127
000000000000000011b4,Senapati,2015,25.421655654907227,94.0709991455078,Debris,Slide,South of Maram Khullen,19471,,MAN/SEN/83K03/2015/21,Manipur,1485,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,2.41151258314893
000000000000000011b5,Senapati,2015,25.427231,94.048914,Debris,Slide,West of New Magamai,19472,,MAN/SEN/83K03/2015/27,Manipur,1444,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,1.3249174006941475
000000000000000011c5,Senapati,2015,25.444322,94.046858,Debris,Slide,West of New Magamai,19488,,MAN/SEN/83K03/2015/31,Manipur,1414,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,5.3214682846343155
000000000000000011c9,Senapati,2015,25.447378158569336,94.049444,Debris,Slide,Northwest of New Magamai,19492,,MAN/SEN/83K03/2015/34,Manipur,1365,"{""type"":""MultiPoint"",""coordinates"":[]}",179014,1098020752,trunk,,NH129A,49.41948321222009
00000000000000001128,Senapati,2015,25.279389,94.032194,Debris,Slide,Senapati along NH-39,19348,,MAN/SEN/83K03/2015/4,Manipur,1037,"{""type"":""MultiPoint"",""coordinates"":[]}",4935,258105018,trunk,NH2,NH2,3.082296975220031
000000000000000011c1,Senapati,2015,25.439367294311523,94.025864,Debris,Slide,Northwest of New Magamai,19484,,MAN/SEN/83K03/2015/42,Manipur,1414,"{""type"":""MultiPoint"",""coordinates"":[]}",2627,198349474,trunk,,NH129A,312.4548452557488
000000000000000011d1,Senapati,2015,25.452417373657227,94.018919,Debris,Slide,Northwest of New Magamai,19500,,MAN/SEN/83K03/2015/43,Manipur,1564,"{""type"":""MultiPoint"",""coordinates"":[]}",2627,198349474,trunk,,NH129A,0.05337788972342893
000000000000000011c6,Senapati,2015,25.444333,94.006631,Debris,Slide,Northwest of New Magamai,19489,,MAN/SEN/83K03/2015/44,Manipur,1674,"{""type"":""MultiPoint"",""coordinates"":[]}",2627,198349474,trunk,,NH129A,2.4000159634395746
00000000000000001129,Senapati,2015,25.286369,94.036492,Debris,Slide,Near New Karong,19349,,MAN/SEN/83K03/2015/5,Manipur,1040,"{""type"":""MultiPoint"",""coordinates"":[]}",325,44889417,trunk,,NH2,13.615632754464507
00000000000000001147,Senapati,2015,25.318206,94.091428,Debris,Slide,Along Khabung road,19379,,MAN/SEN/83K03/2015/55,Manipur,1213,"{""type"":""MultiPoint"",""coordinates"":[]}",4940,258105023,trunk,,NH2,3893.5028364805976
00000000000000001148,Senapati,2015,25.318628311157227,94.092053,Debris,Slide,Along Khabung road,19380,,MAN/SEN/83K03/2015/56,Manipur,1214,"{""type"":""MultiPoint"",""coordinates"":[]}",4940,258105023,trunk,,NH2,3938.750356765659
00000000000000001137,Senapati,2015,25.289833068847656,94.036647,Debris,Slide,Along NH-39,19363,,MAN/SEN/83K03/2015/6,Manipur,1025,"{""type"":""MultiPoint"",""coordinates"":[]}",325,44889417,trunk,,NH2,4.416601381702894
0000000000000000113a,Senapati,2015,25.297797,94.044722,Debris,Slide,Karong,19366,,MAN/SEN/83K03/2015/7,Manipur,1144,"{""type"":""MultiPoint"",""coordinates"":[]}",325,44889417,trunk,,NH2,241.6294329538573
00000000000000001123,Senapati,2015,25.26894187927246,94.044694,Debris,Slide,Along Sorbung road,19343,,MAN/SEN/83K03/2015/74,Manipur,1300,"{""type"":""MultiPoint"",""coordinates"":[]}",11685,424896138,secondary,,,3.9422513529727814
0000000000000000115d,Senapati,2015,25.337239,94.039708,Debris,Fall,North of Karong,19400,,MAN/SEN/83K03/2015/8,Manipur,1121,"{""type"":""MultiPoint"",""coordinates"":[]}",286778,1462815100,unclassified,,,962.3779147883017
0000000000000000111f,Senapati,2015,25.265578,94.064836,Debris,Slide,Along Sorbung road,19339,,MAN/SEN/83K03/2015/81,Manipur,1365,"{""type"":""MultiPoint"",""coordinates"":[]}",11685,424896138,secondary,,,5.947715605043073
0000000000000000111e,Senapati,2015,25.265492,94.098872,Debris,Slide,Along Sorbung road,19338,,MAN/SEN/83K03/2015/82,Manipur,1193,"{""type"":""MultiPoint"",""coordinates"":[]}",303290,1551211135,secondary,,,714.3652567411792
00000000000000001119,Senapati,2015,25.26294708251953,94.079353,Debris,Slide,Along Sorbung road,19333,,MAN/SEN/83K03/2015/83,Manipur,1308,"{""type"":""MultiPoint"",""coordinates"":[]}",303290,1551211135,secondary,,,1.9155192630802027
00000000000000001117,Senapati,2015,25.261617,94.079422,Debris,Slide,Along Sorbung road,19331,,MAN/SEN/83K03/2015/84,Manipur,1196,"{""type"":""MultiPoint"",""coordinates"":[]}",303290,1551211135,secondary,,,14.183227518119184
00000000000000001113,Senapati,2015,25.257919,94.091564,Debris,Slide,Along Sorbung road,19327,,MAN/SEN/83K03/2015/85,Manipur,1004,"{""type"":""MultiPoint"",""coordinates"":[]}",303290,1551211135,secondary,,,6.942608769648456
00000000000000000fe7,Senapati,2015,25.038753,94.152236,Debris,Slide,Along Saikul road,19043,,MAN/SEN/83K04/2015/100,Manipur,870,"{""type"":""MultiPoint"",""coordinates"":[]}",272700,1348328768,secondary,,,7.074387861150515
00000000000000000fe9,Senapati,2015,25.044111251831055,94.233778,Debris,Slide,Along Tungou raod via Imphal,19045,,MAN/SEN/83K04/2015/101,Manipur,1486,"{""type"":""MultiPoint"",""coordinates"":[]}",286870,1463112867,tertiary,,,5.399292068699145
00000000000000000fe8,Senapati,2015,25.042333,94.241111,Debris,Slide,Along Tungou raod via Imphal,19044,,MAN/SEN/83K04/2015/102,Manipur,1507,"{""type"":""MultiPoint"",""coordinates"":[]}",286870,1463112867,tertiary,,,14.189423773687992
00000000000000001110,Senapati,2015,25.240539,94.114492,Debris,Slide,Along Sorbung road,19324,,MAN/SEN/83K04/2015/87,Manipur,1032,"{""type"":""MultiPoint"",""coordinates"":[]}",303290,1551211135,secondary,,,1340.6455753571306
0000000000000000110c,Senapati,2015,25.218022,94.107603,Debris,Slide,Along Sorbung road,19320,,MAN/SEN/83K04/2015/89,Manipur,1235,"{""type"":""MultiPoint"",""coordinates"":[]}",303290,1551211135,secondary,,,3294.054280892575
0000000000000000110a,Senapati,2015,25.20085334777832,94.134506,Debris,Slide,Along Sorbung road,19318,,MAN/SEN/83K04/2015/90,Manipur,1319,"{""type"":""MultiPoint"",""coordinates"":[]}",303290,1551211135,secondary,,,6015.217018079244
00000000000000001107,Senapati,2015,25.18857765197754,94.139278,Debris,Slide,Along Sorbung road,19315,,MAN/SEN/83K04/2015/92,Manipur,1306,"{""type"":""MultiPoint"",""coordinates"":[]}",286875,1463155752,tertiary,,,5505.68012000208
00000000000000001107,Senapati,2015,25.18857765197754,94.139278,Debris,Slide,Along Sorbung road,19315,,MAN/SEN/83K04/2015/92,Manipur,1306,"{""type"":""MultiPoint"",""coordinates"":[]}",286874,1463155746,unclassified,,,5505.68012000208
000000000000000010eb,Senapati,2015,25.17305564880371,94.136261,Debris,Slide,Along Sorbung road,19287,,MAN/SEN/83K04/2015/93,Manipur,1241,"{""type"":""MultiPoint"",""coordinates"":[]}",286875,1463155752,tertiary,,,4141.186895836266
000000000000000010eb,Senapati,2015,25.17305564880371,94.136261,Debris,Slide,Along Sorbung road,19287,,MAN/SEN/83K04/2015/93,Manipur,1241,"{""type"":""MultiPoint"",""coordinates"":[]}",286874,1463155746,unclassified,,,4141.186895836266
00000000000000001035,Senapati,2015,25.086524963378903,94.078197,Debris,Slide,Along Saikul road,19117,,MAN/SEN/83K04/2015/95,Manipur,819,"{""type"":""MultiPoint"",""coordinates"":[]}",283205,1447601054,secondary,Lhungtin Road,,6.122606651822618
00000000000000000fd5,Senapati,2015,25.016374588012695,94.021711,Debris,Slide,ALONG SAIKUL ROAD,19029,,MAN/SEN/83K04/2015/99,Manipur,800,"{""type"":""MultiPoint"",""coordinates"":[]}",105234,1052595591,secondary,,,1.5657984280292259
00000000000000001587,East Khasi Hills,2015,25.637025833129883,91.844464,Debris,Slide,Lum- Diengei Rd,20312,,ME/EKJ/78O14/2015/02,Meghalaya,1273,"{""type"":""MultiPoint"",""coordinates"":[]}",92319,1051442649,tertiary,,,0.9690344572768258
00000000000000001583,East Khasi Hills,2015,25.63389587402344,91.891833,Debris,Slide,NH-40,20308,,ME/EKJ/78O14/2015/19,Meghalaya,1239,"{""type"":""MultiPoint"",""coordinates"":[]}",469,52116566,trunk,,NH6,27.151457644488467
00000000000000001428,East Khasi Hills,2015,25.3825626373291,91.75767517089844,Debris,Slide,Shillong-Sohra road,20004,,ME/EKJ/78O15/2015/62,Meghalaya,1760,"{""type"":""MultiPoint"",""coordinates"":[]}",197,44768992,secondary,,,9.77530187079441
0000000000000000146a,East Khasi Hills,2015,25.45062828063965,91.817767,Debris,Slide,Shillong-Sohra road,20069,,ME/EKJ/78O15/2015/69,Meghalaya,1788,"{""type"":""MultiPoint"",""coordinates"":[]}",203,44768999,secondary,,,33.148485209056844
00000000000000001616,Ri-Bhoi,2015,25.853111267089844,91.881583,Debris,Slide,NH6,20427,34.190 chainage slide,MEG/RIB/78O13/2016/5,Meghalaya,595,"{""type"":""MultiPoint"",""coordinates"":[]}",70747,977975337,trunk,,NH6,266.31302220848636
00000000000000001604,Ri-Bhoi,2015,25.776086807250977,92.03753662109376,Debris,Slide,SH,20412,Khlieh Umlaita,MEG/RIB/83C1/2016/1,Meghalaya,930,"{""type"":""MultiPoint"",""coordinates"":[]}",292899,1502659811,tertiary,,,8.304537189686306
0000000000000000164a,Ri-Bhoi,2015,25.982436,92.057405,Debris,Slide,SH,20465,Jowe,MEG/RIB/83C1/2016/4,Meghalaya,407,"{""type"":""MultiPoint"",""coordinates"":[]}",288674,1467802055,tertiary,,,1192.6366149911155
00000000000000001619,Ri-Bhoi,2015,25.874293,92.018322,Debris,Slide,SH,20430,Mawkangi,MEG/RIB/83C1/2016/6,Meghalaya,763,"{""type"":""MultiPoint"",""coordinates"":[]}",280189,1391008615,tertiary,,,1894.1857532549939
0000000000000000129e,East Jaintia Hills,2015,25.097997,92.355972,Debris,Slide,NH44,19665,0.70 km NNW of Sonapur mandir,MEG/WJH/83C4/2016/104,Meghalaya,121,"{""type"":""MultiPoint"",""coordinates"":[]}",8954,366130591,trunk,,NH6,24.11937068242644
000000000000000012b7,East Jaintia Hills,2015,25.1339111328125,92.222392,Debris,Slide,,19680,2.12 km SE of Lympyngngad,MEG/WJH/83C4/2016/135,Meghalaya,170,"{""type"":""MultiPoint"",""coordinates"":[]}",54303,743118020,unclassified,,,47.578424438804504
000000000000000012b6,East Jaintia Hills,2015,25.133289,92.225272,Debris,Slide,┬á,19679,2.23 km SE of Lympyngngad,MEG/WJH/83C4/2016/136,Meghalaya,138,"{""type"":""MultiPoint"",""coordinates"":[]}",54303,743118020,unclassified,,,22.589606456054952
0000000000000000006b,Cachar,2015,25.037202835083008,92.450339,Debris,Slide,NH44 (near to weight bridge),87,2 km E of Rathacherra,MEG/WJH/83C4/2016/45,Assam,211,"{""type"":""MultiPoint"",""coordinates"":[]}",26620,566110583,trunk,,NH6,26.268503033785084
00000000000000001263,East Jaintia Hills,2015,25.040511,92.446119,Debris,Slide,NH44,19614,1.25 km NE of Rathacherra,MEG/WJH/83C4/2016/46,Meghalaya,316,"{""type"":""MultiPoint"",""coordinates"":[]}",26620,566110583,trunk,,NH6,130.99662987823567
0000000000000000125d,East Jaintia Hills,2015,25.034289,92.435222,Debris,Slide,NH44,19608,Rathacherra,MEG/WJH/83C4/2016/52,Meghalaya,366,"{""type"":""MultiPoint"",""coordinates"":[]}",60732,850774527,trunk,,NH6,18.558415454932955
0000000000000000126f,East Jaintia Hills,2015,25.044778,92.430333,Debris,Slide,NH44,19626,1.29 km NW of Rathacherra,MEG/WJH/83C4/2016/57,Meghalaya,313,"{""type"":""MultiPoint"",""coordinates"":[]}",38179,666960671,trunk,,NH6,4.525776291543295
00000000000000001270,East Jaintia Hills,2015,25.044833,92.429333,Debris,Slide,NH44,19627,1.33 km NW of Rathacherra,MEG/WJH/83C4/2016/58,Meghalaya,266,"{""type"":""MultiPoint"",""coordinates"":[]}",38179,666960671,trunk,,NH6,9.040072576223631
00000000000000001294,East Jaintia Hills,2015,25.092981338500977,92.353708,Debris,Slide,NH44,19661,Sonapur mandir 2,MEG/WJH/83C4/2016/67,Meghalaya,127,"{""type"":""MultiPoint"",""coordinates"":[]}",8954,366130591,trunk,,NH6,14.924683388496172
00000000000000001289,East Jaintia Hills,2015,25.08306121826172,92.360322,Debris,Slide,NH44,19652,1.16 km NNE of Kuliang,MEG/WJH/83C4/2016/72,Meghalaya,240,"{""type"":""MultiPoint"",""coordinates"":[]}",53780,741589137,trunk,,NH6,39.837415082332505
00000000000000001264,East Jaintia Hills,2015,25.04218864440918,92.441964,Debris,Slide,NH44,19615,1.08 km NE of Rathacherra,MEG/WJH/83C4/2016/77,Meghalaya,285,"{""type"":""MultiPoint"",""coordinates"":[]}",26620,566110583,trunk,,NH6,14.269894015423146
0000000000000000126a,East Jaintia Hills,2015,25.044055938720703,92.418778,Debris,Slide,NH44,19621,Danaubluh,MEG/WJH/83C4/2016/83,Meghalaya,170,"{""type"":""MultiPoint"",""coordinates"":[]}",38179,666960671,trunk,,NH6,9.171259261381955
00000000000000001278,East Jaintia Hills,2015,25.04755592346191,92.405806,Debris,Slide,┬á,19635,0.11 km NE of Wakho,MEG/WJH/83C4/2016/87,Meghalaya,71,"{""type"":""MultiPoint"",""coordinates"":[]}",265,44880799,trunk,,NH6,8.776691127949515
0000000000000000127f,East Jaintia Hills,2015,25.072999954223633,92.368778,Debris,Slide,NH44,19642,0.59 km NE of Kuliang,MEG/WJH/83C4/2016/96,Meghalaya,107,"{""type"":""MultiPoint"",""coordinates"":[]}",53780,741589137,trunk,,NH6,5.112191484486378
000000000000000020b0,Aizawl,2015,23.823222,92.674861,Debris,Slide,E of Sairang,22262,,MIZ/AIZ/84A09/2016/124,Mizoram,404,"{""type"":""MultiPoint"",""coordinates"":[]}",165656,1061953770,track,,,5.05447212983124
000000000000000020e6,Aizawl,2015,23.855092,92.666553,Debris,Slide,Towards Piggery Farm,22302,,MIZ/AIZ/84A09/2016/125,Mizoram,407,"{""type"":""MultiPoint"",""coordinates"":[]}",169857,1070492566,unclassified,,,41.61122002996709
000000000000000020cd,Aizawl,2015,23.847224,92.927508,Debris,Slide,~2 km from Vanzao,22286,,MIZ/AIZ/84A13/2016/2,Mizoram,1796,"{""type"":""MultiPoint"",""coordinates"":[]}",165305,1060463389,unclassified,,,257.449416846799
00000000000000000b55,Chandel,2015,24.100000381469727,93.9000015258789,Debris,Flow,Tengnoupal,18066,,MN/CDL/83H16/2020/14,Manipur,981,"{""type"":""MultiPoint"",""coordinates"":[]}",242238,1189764777,unclassified,,,70.93860736649106
00000000000000000b64,Chandel,2015,24.11000061035156,93.91000366210938,Debris,Slide,Tengnoupal,18081,,MN/CDL/83H16/2020/19,Manipur,1215,"{""type"":""MultiPoint"",""coordinates"":[]}",242238,1189764777,unclassified,,,192.80670230395413
00000000000000000bc2,Chandel,2015,24.200000762939453,94.0999984741211,Debris,Slide,Kotal Khunthak,18171,,MN/CDL/83L04/2020/20,Manipur,1265,"{""type"":""MultiPoint"",""coordinates"":[]}",2595,198322600,secondary,,,128.71631480015753
00000000000000000b42,Chandel,2015,24.09000015258789,94.1500015258789,Debris,Slide,Gamphazol section,18047,,MN/CDL/83L04/2020/22,Manipur,861,"{""type"":""MultiPoint"",""coordinates"":[]}",2596,198322645,tertiary,,,2755.869199589106
00000000000000000bd9,Chandel,2015,24.219999313354492,94.06999969482422,Debris,Slide,Charlong,18190,,MN/CDL/83L04/2020/45,Manipur,1623,"{""type"":""MultiPoint"",""coordinates"":[]}",2595,198322600,secondary,,,218.33533606084424
00000000000000000bda,Chandel,2015,24.219999313354492,94.08000183105467,Debris,Slide,Charlong,18191,,MN/CDL/83L04/2020/56,Manipur,1401,"{""type"":""MultiPoint"",""coordinates"":[]}",2595,198322600,secondary,,,52.39265276577174
00000000000000000bdb,Chandel,2015,24.219999313354492,94.08000183105467,Debris,Slide,Charlong,18192,,MN/CDL/83L04/2020/67,Manipur,1401,"{""type"":""MultiPoint"",""coordinates"":[]}",2595,198322600,secondary,,,52.39265276577174
000000000000000020eb,Aizawl,2015,23.856971740722656,93.046112,Debris,Subsidence,Phullen,22306,,MZ/AIZ/84E01/2017/70,Mizoram,886,"{""type"":""MultiPoint"",""coordinates"":[]}",26717,567214247,tertiary,,,4.636506971296164
00000000000000001e0c,Champhai,2015,23.51027488708496,93.360333,Debris,Slide,2.5km N of Zote,21861,,MZ/CHA/84E06/2017/34,Mizoram,1325,"{""type"":""MultiPoint"",""coordinates"":[]}",36444,662910349,secondary,,,15.372060068805798
00000000000000002d9c,Kiphire,2015,25.940703,94.750969,Debris,Slide,"At G.A. Rest house, Kiphire",25008,,NAG/KIP/83K13/2016/032,Nagaland,1996,"{""type"":""MultiPoint"",""coordinates"":[]}",32585,625344614,tertiary,,,1.4191368049737874
00000000000000002d59,Kiphire,2015,25.88310813903809,94.91910552978516,Debris,Slide,Way to Pungro from Kiusam,24945,,NAG/KIP/83K13/2016/039,Nagaland,1252,"{""type"":""MultiPoint"",""coordinates"":[]}",32597,625373850,unclassified,,,31.822545229707526
00000000000000002cba,Kiphire,2015,25.786061,94.931447,Debris,Slide,NW of Thanamir village,24797,,NAG/KIP/83K13/2016/061,Nagaland,1790,"{""type"":""MultiPoint"",""coordinates"":[]}",32688,625657122,unclassified,,,9.008531930025617
00000000000000002cd3,Kiphire,2015,25.793333053588867,94.958014,Debris,Slide,NW of Thanamir village,24818,,NAG/KIP/83K13/2016/063,Nagaland,1770,"{""type"":""MultiPoint"",""coordinates"":[]}",32687,625657120,unclassified,,,5.244281550904143
