system:index,aspect_deg,clay_surface_pct,elevation_m,label,lulc_class,sample_id,sample_type,slope_deg,state,.geo
000000000000000001e7_0,97,19,2643,0,10,488,background,39,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.24074464065905,28.74617810262353]}"
000000000000000001e8_0,39,33,553,0,10,489,background,13,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.11148164555613,27.624811133457136]}"
000000000000000001e9_0,148,12,3509,0,10,490,background,46,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.93657965973807,29.164433698909583]}"
000000000000000001ea_0,2,27,1026,0,10,491,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.85985438591052,27.825045610287376]}"
000000000000000001eb_0,65,18,1986,0,10,492,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.27855456555682,28.045761675595543]}"
000000000000000001ec_0,182,22,1610,0,10,493,background,54,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.70131088682717,28.568581170953102]}"
000000000000000001ed_0,77,30,617,0,10,494,background,48,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.92928958309113,27.12085625906608]}"
000000000000000001ee_0,96,19,2734,0,10,495,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.26022893376074,27.7883943466953]}"
000000000000000001ef_0,39,19,2564,0,10,496,background,38,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.10258832424336,28.64619561150103]}"
000000000000000001f0_0,38,18,2527,0,10,497,background,27,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.95194085109648,28.57262358973164]}"
000000000000000001f1_0,117,20,3011,0,10,498,background,49,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.90110078029716,27.43131402125779]}"
000000000000000001f2_0,281,15,3943,0,100,499,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.13706990830798,28.098043625131297]}"
000000000000000001f3_0,208,15,2674,0,10,500,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.59457730822817,27.438590375059157]}"
000000000000000001f4_0,0,21,1196,0,10,501,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.99181232686584,27.647448678616946]}"
000000000000000001f5_0,98,25,2016,0,10,502,background,63,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.00187803232984,28.102894527665544]}"
000000000000000001f6_0,161,28,1145,0,10,503,background,21,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.90729915575758,27.306268533708355]}"
000000000000000001f7_0,275,26,409,0,10,504,background,11,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.32302117212072,27.012788930386506]}"
000000000000000001f8_0,138,15,3526,0,30,505,background,50,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.79087749493573,28.11933369736493]}"
000000000000000001f9_0,121,20,1517,0,10,506,background,52,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.73580619373735,28.636763301017776]}"
000000000000000001fa_0,207,28,1279,0,10,507,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.38482983795001,27.996444166497383]}"
000000000000000001fb_0,158,25,1480,0,10,508,background,21,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.39273958673209,28.359183878224844]}"
000000000000000001fc_0,141,17,2655,0,10,509,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.48785745247477,27.593819256155008]}"
000000000000000001fd_0,352,17,2321,0,10,510,background,21,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.74317695334895,27.742310772619966]}"
000000000000000001fe_0,249,26,928,0,10,511,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.198609079552,28.175658065679226]}"
000000000000000001ff_0,240,27,1338,0,10,512,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.2839444572615,27.188768894545518]}"
00000000000000000200_0,94,15,5171,0,60,513,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.34825925732264,27.784082433331527]}"
00000000000000000201_0,289,14,3523,0,10,514,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.2885395880561,28.948299041550424]}"
00000000000000000202_0,139,23,1435,0,10,515,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.12790709240994,27.629931530576613]}"
00000000000000000203_0,274,14,4292,0,70,516,background,43,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.67157207664093,29.312116731618833]}"
00000000000000000204_0,175,25,1083,0,10,517,background,39,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.02254843242827,28.144396693791865]}"
00000000000000000205_0,149,14,3989,0,100,518,background,34,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.87711576221119,28.342205719354983]}"
00000000000000000206_0,136,24,269,0,10,519,background,49,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.3080238811578,27.748509148080394]}"
00000000000000000207_0,195,16,3936,0,10,520,background,47,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.25296630280496,29.186262760313685]}"
00000000000000000208_0,146,17,3638,0,30,521,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.30138092233716,28.839692723700374]}"
00000000000000000209_0,28,27,1943,0,10,522,background,19,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.81323182266476,28.08941979840375]}"
0000000000000000020a_0,242,27,485,0,10,523,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.12449806861213,27.470929725287462]}"
0000000000000000020b_0,228,24,2326,0,10,524,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.56027081293854,28.40688441981159]}"
0000000000000000020c_0,270,12,2690,0,10,525,background,27,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.67328344996264,29.06121727276425]}"
0000000000000000020d_0,201,30,201,0,10,526,background,3,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.09638994878293,27.5358779203293]}"
0000000000000000020e_0,173,31,1083,0,10,527,background,8,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.58883723897355,27.83825084496393]}"
0000000000000000020f_0,116,20,4067,0,60,528,background,24,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.23759138860095,28.33546835472409]}"
00000000000000000210_0,86,20,1888,0,10,529,background,36,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.42560420328533,27.490333335424445]}"
00000000000000000211_0,182,21,783,0,10,530,background,28,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.00817081360054,29.12427900570944]}"
00000000000000000212_0,304,23,2012,0,30,531,background,26,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.30344247320875,28.826217994438583]}"
00000000000000000213_0,191,25,1211,0,10,532,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.14247352285827,28.117177740683044]}"
00000000000000000214_0,276,18,2150,0,10,533,background,8,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.15782099137112,27.905085502102423]}"
00000000000000000215_0,3,18,2513,0,10,534,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.63068958264978,27.616726295900058]}"
00000000000000000216_0,59,19,3614,0,10,535,background,53,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.96621034126844,28.231712939408283]}"
00000000000000000217_0,188,22,1920,0,10,536,background,34,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.76813182112011,27.657958967441147]}"
00000000000000000218_0,61,29,931,0,10,537,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.6580029415689,27.43912936422963]}"
00000000000000000219_0,140,12,4914,0,60,538,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.1728182823341,27.82423712653167]}"
0000000000000000021a_0,290,25,1792,0,10,539,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.84826611874541,27.713744346584967]}"
0000000000000000021b_0,30,19,2685,0,10,540,background,4,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.98913110385905,28.731086405850323]}"
0000000000000000021c_0,343,20,1827,0,10,541,background,47,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.72071449696415,28.673684059195086]}"
0000000000000000021d_0,270,28,182,0,10,542,background,2,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1082477105333,27.84687467169148]}"
0000000000000000021e_0,160,21,2042,0,10,543,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.63878814305241,28.59526113489145]}"
0000000000000000021f_0,33,20,3222,0,10,544,background,24,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.57005330097172,27.613761855462464]}"
00000000000000000220_0,254,23,4796,0,70,545,background,7,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.24632334398433,28.06408730739158]}"
00000000000000000221_0,3,24,2129,0,10,546,background,18,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.46899283150827,27.390889833472414]}"
00000000000000000222_0,159,27,1940,0,10,547,background,27,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.91662333758507,27.410832432779863]}"
00000000000000000223_0,0,28,272,0,10,548,background,4,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.19383885998246,26.892055356200842]}"
00000000000000000224_0,304,22,4523,0,100,549,background,22,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.95111864449524,28.086455357966155]}"
00000000000000000225_0,102,20,4535,0,60,550,background,26,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.66922730833852,27.82208116984978]}"
00000000000000000226_0,291,24,1075,0,10,551,background,36,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.30415655115422,27.89376672952252]}"
00000000000000000227_0,93,23,2473,0,10,552,background,32,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.67498110043874,27.97111167548521]}"
00000000000000000228_0,77,24,1932,0,10,553,background,16,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.74720564928197,27.572798678506615]}"
00000000000000000229_0,94,20,3099,0,10,554,background,14,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.42641268704102,27.55959344383006]}"
0000000000000000022a_0,181,26,1077,0,10,555,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.96899969293105,27.908049942540018]}"
0000000000000000022b_0,48,20,3596,0,10,556,background,21,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.140748426691,27.3359129380843]}"
0000000000000000022c_0,39,22,2460,0,10,557,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.2369579936202,27.29845319073651]}"
0000000000000000022d_0,279,13,4217,0,30,558,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.74712496631724,29.322088031272557]}"
0000000000000000022e_0,180,16,4537,0,100,559,background,13,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.66293452706782,27.704851025272184]}"
0000000000000000022f_0,349,23,2240,0,10,560,background,22,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.26121250629143,27.097679724735798]}"
00000000000000000230_0,134,18,3704,0,10,561,background,17,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.84369843364192,27.732608967551478]}"
00000000000000000231_0,241,15,3518,0,10,562,background,38,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.07384680943335,28.314178282490456]}"
00000000000000000232_0,109,29,248,0,10,563,background,6,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.99317352263756,27.719134238289683]}"
00000000000000000233_0,317,13,3381,0,10,564,background,14,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.08776612205537,29.079812399145524]}"
00000000000000000234_0,122,18,2144,0,10,565,background,36,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.60483182531271,28.49393117084277]}"
00000000000000000235_0,138,10,3697,0,10,566,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.26212911870294,28.911647777958347]}"
00000000000000000236_0,259,24,1447,0,10,567,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.94035258393137,28.16892070104833]}"
00000000000000000237_0,152,19,1864,0,10,568,background,38,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.54644590612679,28.003990014883986]}"
00000000000000000238_0,43,25,1116,0,10,569,background,26,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.7703959064578,27.381996512159624]}"
00000000000000000239_0,20,22,1891,0,10,570,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.04661413347901,28.212578823856536]}"
0000000000000000023a_0,150,24,1989,0,10,571,background,43,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.79465041912903,27.4682347794351]}"
0000000000000000023b_0,84,23,1651,0,10,572,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.96360980122637,27.629931530576613]}"
0000000000000000023c_0,225,31,440,0,10,573,background,10,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1610686492395,27.583039472745575]}"
0000000000000000023d_0,65,28,2137,0,10,574,background,15,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.06359229234886,27.930148498529363]}"
0000000000000000023e_0,286,16,4151,0,70,575,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.39310348712758,28.301781531569606]}"
0000000000000000023f_0,22,12,4124,0,10,576,background,43,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.2923125122494,28.700094528548203]}"
00000000000000000240_0,95,14,2679,0,10,577,background,28,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.0543487934861,28.478030990313854]}"
00000000000000000241_0,41,16,4656,0,100,578,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.79265582837655,28.11663875151257]}"
00000000000000000242_0,200,24,2004,0,10,579,background,48,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.837311246561,28.548369077060414]}"
00000000000000000243_0,32,26,1817,0,10,580,background,35,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.70975962477974,27.39816618727378]}"
00000000000000000244_0,353,25,1058,0,10,581,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.6171341704233,28.321454636291822]}"
00000000000000000245_0,54,15,3827,0,30,582,background,8,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.29941377727579,28.254350484568096]}"
