sample_id,road_distance_m
224,9967.840904228351
225,1926.9516095050926
226,9342.152982822898
227,4245.564735671316
228,1913.2008485063407
229,1327.7550324339602
230,18489.404906557906
231,3497.9981166780576
232,6062.886374659941
233,3033.9932694152744
234,8612.57655596454
235,916.2732394851524
236,101.80442314885599
237,15239.05992618168
238,5061.672496675209
239,1203.2230658518386
240,5884.6459019806225
241,4226.693400226148
242,2438.1372676391993
243,1507.6975458132235
244,7227.638748074831
245,7949.100252962183
246,198.50552921290603
247,16682.329616127437
248,6251.441357027067
249,8913.23907994731
250,10309.854332816853
251,8939.167208181434
252,3291.01526919228
253,8445.125197948384
254,9274.801872212574
255,5099.824887728743
256,15973.674453692944
257,12172.943172771558
258,42.28146352042666
259,9036.077587357313
260,1151.4431651654063
261,791.7472664471078
262,10157.690732211933
263,6772.018098206553
264,10225.072363304876
265,21960.23097524536
266,21219.941963312132
267,4540.9822616657375
268,7063.107968883924
269,2223.341201103674
270,6982.908238847632
271,21038.84856403708
272,456.9473887830212
273,561.9856090239834
274,401.21256980449954
275,1228.9722027589496
276,13868.490730607824
277,3937.6485630928846
278,3207.8354715998835
279,19792.780704613942
280,3881.3054917928916
281,17226.789662212388
282,8451.18166759931
283,935.2864477764788
284,4531.870154511256
285,4365.568206907061
286,459.81821991661377
287,466.58104769639095
288,6617.193203177477
289,8746.570525104315
290,20457.709452066174
291,1368.3183351478147
292,16408.01754037112
293,2158.0953867453272
294,3674.7156618546824
295,276.9008463195238
296,1799.416315604317
297,19466.050262559107
298,5167.75343854261
299,8020.8548393230685
300,1436.8235377356482
301,9812.230063405557
302,17098.494557263093
303,120.8738672127722
304,2850.8745834079455
305,6700.502899126991
306,2474.1530627553866
307,4729.49242874389
308,8151.948288779661
309,10349.312290164728
310,21003.132587879256
311,1978.7454033487543
312,681.4559259223424
313,2514.0876959104567
314,10493.846704543868
315,1941.3989933787036
316,18721.878145028375
317,6189.810200409292
318,7520.164355584198
319,2824.3102073336267
